Date,Ticker,Open,High,Low,Close,Adj Close,Volume
1973-02-21,CLX,5.453125,5.65625,5.453125,5.53125,1.6268247365951538,115200
1973-02-21,CLX,5.453125,5.65625,5.453125,5.53125,1.6268247365951538,115200
1973-02-22,CLX,5.515625,5.515625,5.4375,5.4375,1.5992504358291626,178400
1973-02-22,CLX,5.515625,5.515625,5.4375,5.4375,1.5992504358291626,178400
1973-02-23,CLX,5.4375,5.5,5.40625,5.46875,1.6084413528442385,75200
1973-02-23,CLX,5.4375,5.5,5.40625,5.46875,1.6084413528442385,75200
1973-02-26,CLX,5.421875,5.421875,5.265625,5.375,1.5808682441711426,157600
1973-02-26,CLX,5.421875,5.421875,5.265625,5.375,1.5808682441711426,157600
1973-02-27,CLX,5.375,5.40625,4.84375,4.859375,1.4292162656784058,248800
1973-02-27,CLX,5.375,5.40625,4.84375,4.859375,1.4292162656784058,248800
1973-02-28,CLX,4.859375,5.03125,4.75,5.0,1.4705755710601809,460800
1973-02-28,CLX,4.859375,5.03125,4.75,5.0,1.4705755710601809,460800
1973-03-01,CLX,5.0,5.1875,4.8125,4.8125,1.415429711341858,287200
1973-03-01,CLX,5.0,5.1875,4.8125,4.8125,1.415429711341858,287200
1973-03-02,CLX,4.8125,4.90625,4.5625,4.90625,1.443002700805664,338400
1973-03-02,CLX,4.8125,4.90625,4.5625,4.90625,1.443002700805664,338400
1973-03-05,CLX,4.90625,5.09375,4.90625,5.078125,1.49355149269104,392800
1973-03-05,CLX,4.90625,5.09375,4.90625,5.078125,1.49355149269104,392800
1973-03-06,CLX,5.09375,5.21875,5.09375,5.21875,1.5349133014678955,175200
1973-03-06,CLX,5.09375,5.21875,5.09375,5.21875,1.5349133014678955,175200
1973-03-07,CLX,5.25,5.359375,5.25,5.296875,1.557891011238098,280800
1973-03-07,CLX,5.25,5.359375,5.25,5.296875,1.557891011238098,280800
1973-03-08,CLX,5.328125,5.40625,5.328125,5.375,1.5808682441711426,185600
1973-03-08,CLX,5.328125,5.40625,5.328125,5.375,1.5808682441711426,185600
1973-03-09,CLX,5.375,5.390625,5.3125,5.375,1.5808682441711426,331200
1973-03-09,CLX,5.375,5.390625,5.3125,5.375,1.5808682441711426,331200
1973-03-12,CLX,5.375,5.4375,5.3125,5.359375,1.5762726068496704,108000
1973-03-12,CLX,5.375,5.4375,5.3125,5.359375,1.5762726068496704,108000
1973-03-13,CLX,5.359375,5.5,5.328125,5.40625,1.5900596380233765,186400
1973-03-13,CLX,5.359375,5.5,5.328125,5.40625,1.5900596380233765,186400
1973-03-14,CLX,5.5,5.609375,5.5,5.546875,1.6314197778701782,115200
