Date,Ticker,Open,High,Low,Close,Adj Close,Volume
1972-06-01,DD,7.254722118377685,7.294257164001465,7.254722118377685,7.274489879608154,1.063594937324524,74617
1972-06-01,DD,7.254722118377685,7.294257164001465,7.254722118377685,7.274489879608154,1.063594937324524,74617
1972-06-02,DD,7.294257164001465,7.393095970153809,7.294257164001465,7.353559970855713,1.0751562118530271,227645
1972-06-02,DD,7.294257164001465,7.393095970153809,7.294257164001465,7.353559970855713,1.0751562118530271,227645
1972-06-05,DD,7.353559970855713,7.363443851470947,7.33379316329956,7.33379316329956,1.0722668170928955,96117
1972-06-05,DD,7.353559970855713,7.363443851470947,7.33379316329956,7.33379316329956,1.0722668170928955,96117
1972-06-06,DD,7.33379316329956,7.343677043914795,7.294257164001465,7.314024925231934,1.0693756341934204,77146
1972-06-06,DD,7.33379316329956,7.343677043914795,7.294257164001465,7.314024925231934,1.0693756341934204,77146
1972-06-07,DD,7.284374237060547,7.284374237060547,7.185534954071045,7.185534954071045,1.0505893230438232,121411
1972-06-07,DD,7.284374237060547,7.284374237060547,7.185534954071045,7.185534954071045,1.0505893230438232,121411
1972-06-08,DD,7.185534954071045,7.225070953369141,7.116349220275879,7.116349220275879,1.04047429561615,328820
1972-06-08,DD,7.185534954071045,7.225070953369141,7.116349220275879,7.116349220275879,1.04047429561615,328820
1972-06-09,DD,7.116349220275879,7.116349220275879,7.066929817199707,7.076813220977783,1.034692883491516,232704
1972-06-09,DD,7.116349220275879,7.116349220275879,7.066929817199707,7.076813220977783,1.034692883491516,232704
1972-06-12,DD,7.076813220977783,7.136116027832031,7.047162055969238,7.116349220275879,1.04047429561615,182116
1972-06-12,DD,7.076813220977783,7.136116027832031,7.047162055969238,7.116349220275879,1.04047429561615,182116
1972-06-13,DD,7.136116027832031,7.234954833984375,7.136116027832031,7.215187072753906,1.054924249649048,203616
1972-06-13,DD,7.136116027832031,7.234954833984375,7.136116027832031,7.215187072753906,1.054924249649048,203616
1972-06-14,DD,7.234954833984375,7.314024925231934,7.234954833984375,7.314024925231934,1.0693756341934204,168204
1972-06-14,DD,7.234954833984375,7.314024925231934,7.234954833984375,7.314024925231934,1.0693756341934204,168204
1972-06-15,DD,7.314024925231934,7.442514896392822,7.314024925231934,7.33379316329956,1.0722668170928955,699376
1972-06-15,DD,7.314024925231934,7.442514896392822,7.314024925231934,7.33379316329956,1.0722668170928955,699376
1972-06-16,DD,7.33379316329956,7.343677043914795,7.304141044616699,7.323908805847168,1.0708208084106443,54382
1972-06-16,DD,7.33379316329956,7.343677043914795,7.304141044616699,7.323908805847168,1.0708208084106443,54382
1972-06-19,DD,7.323908805847168,7.343677043914795,7.284374237060547,7.284374237060547,1.0650407075881958,159351
1972-06-19,DD,7.323908805847168,7.343677043914795,7.284374237060547,7.284374237060547,1.0650407075881958,159351
1972-06-20,DD,7.294257164001465,7.33379316329956,7.294257164001465,7.323908805847168,1.0708208084106443,56911
1972-06-20,DD,7.294257164001465,7.33379316329956,7.294257164001465,7.323908805847168,1.0708208084106443,56911
1972-06-21,DD,7.323908805847168,7.393095970153809,7.323908805847168,7.393095970153809,1.0809375047683716,112558
1972-06-21,DD,7.323908805847168,7.393095970153809,7.323908805847168,7.393095970153809,1.0809375047683716,112558
1972-06-22,DD,7.393095970153809,7.402978897094727,7.323908805847168,7.323908805847168,1.0708208084106443,73352
1972-06-22,DD,7.393095970153809,7.402978897094727,7.323908805847168,7.323908805847168,1.0708208084106443,73352
1972-06-23,DD,7.323908805847168,7.33379316329956,7.254722118377685,7.304141044616699,1.0679305791854858,106234
1972-06-23,DD,7.323908805847168,7.33379316329956,7.254722118377685,7.304141044616699,1.0679305791854858,106234
1972-06-26,DD,7.284374237060547,7.284374237060547,7.195418834686279,7.195418834686279,1.0571845769882202,74617
1972-06-26,DD,7.284374237060547,7.284374237060547,7.195418834686279,7.195418834686279,1.0571845769882202,74617
1972-06-27,DD,7.195418834686279,7.215187072753906,7.195418834686279,7.215187072753906,1.0600885152816772,118881
1972-06-27,DD,7.195418834686279,7.215187072753906,7.195418834686279,7.215187072753906,1.0600885152816772,118881
1972-06-28,DD,7.205303192138672,7.205303192138672,7.136116027832031,7.1558837890625,1.051375389099121,241556
1972-06-28,DD,7.205303192138672,7.205303192138672,7.136116027832031,7.1558837890625,1.051375389099121,241556
1972-06-29,DD,7.136116027832031,7.136116027832031,7.106464862823486,7.106464862823486,1.04411518573761,51852
1972-06-29,DD,7.136116027832031,7.136116027832031,7.106464862823486,7.106464862823486,1.04411518573761,51852
1972-06-30,DD,7.106464862823486,7.1558837890625,7.096580982208252,7.136116027832031,1.048471450805664,322497
1972-06-30,DD,7.106464862823486,7.1558837890625,7.096580982208252,7.136116027832031,1.048471450805664,322497
1972-07-03,DD,7.136116027832031,7.165768146514893,7.116349220275879,7.145999908447266,1.0499238967895508,27823
1972-07-03,DD,7.136116027832031,7.165768146514893,7.116349220275879,7.145999908447266,1.0499238967895508,27823
1972-07-05,DD,7.145999908447266,7.205303192138672,7.126233100891113,7.195418834686279,1.0571845769882202,58176
1972-07-05,DD,7.145999908447266,7.205303192138672,7.126233100891113,7.195418834686279,1.0571845769882202,58176
1972-07-06,DD,7.244838237762451,7.323908805847168,7.244838237762451,7.274489879608154,1.0688010454177856,189704
1972-07-06,DD,7.244838237762451,7.323908805847168,7.244838237762451,7.274489879608154,1.0688010454177856,189704
1972-07-07,DD,7.274489879608154,7.294257164001465,7.26460599899292,7.26460599899292,1.067349553108215,190969
1972-07-07,DD,7.274489879608154,7.294257164001465,7.26460599899292,7.26460599899292,1.067349553108215,190969
1972-07-10,DD,7.26460599899292,7.274489879608154,7.234954833984375,7.274489879608154,1.0688010454177856,69558
1972-07-10,DD,7.26460599899292,7.274489879608154,7.234954833984375,7.274489879608154,1.0688010454177856,69558
